java -cp /home/ubuntu/CockroachDB-ycsb/postgresql-42.2.2.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/jdbc-binding/conf:/home/ubuntu/CockroachDB-ycsb/ycsb/conf:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-jdbc-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/serp-1.13.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-collections-3.2.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-lang-2.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/core-0.12.0.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-pool-1.5.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/geronimo-jta_1.1_spec-1.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-lib-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-kernel-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/HdrHistogram-2.1.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jdbc-binding-0.12.0.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/geronimo-jms_1.1_spec-1.1.1.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.db.JdbcDBClient -P /home/ubuntu/CockroachDB-ycsb/workloads/workload50 -P /home/ubuntu/CockroachDB-ycsb/cockroachdb.properties -threads 1 -p db.url=jdbc:postgresql://172.31.43.8:26257/test -p measurementtype=histogram -p histogram.buckets=25 -p operationcount=300000 -t
YCSB Client 0.12.0
Command line: -db com.yahoo.ycsb.db.JdbcDBClient -P /home/ubuntu/CockroachDB-ycsb/workloads/workload50 -P /home/ubuntu/CockroachDB-ycsb/cockroachdb.properties -threads 1 -p db.url=jdbc:postgresql://172.31.43.8:26257/test -p measurementtype=histogram -p histogram.buckets=25 -p operationcount=300000 -t
Loading workload...
Starting test.
Adding shard node URL: jdbc:postgresql://172.31.43.8:26257/test
Using shards: 1, batchSize:-1, fetchSize: -1
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
[OVERALL], RunTime(ms), 547542.0
[OVERALL], Throughput(ops/sec), 547.9031745509933
[TOTAL_GCS_PS_Scavenge], Count, 19.0
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 23.0
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.004200591004890949
[TOTAL_GCS_PS_MarkSweep], Count, 0.0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0.0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 19.0
[TOTAL_GC_TIME], Time(ms), 23.0
[TOTAL_GC_TIME_%], Time(%), 0.004200591004890949
[READ], Operations, 149628
[READ], AverageLatency(us), 993.9025516614537
[READ], LatencyVariance(us), 420394.2350369303
[READ], MinLatency(us), 271
[READ], MaxLatency(us), 38810
[READ], 95thPercentileLatency(us), 1000
[READ], 99thPercentileLatency(us), 2000
[READ], Return=OK, 149628
[READ], 0, 69580
[READ], 1, 78273
[READ], 2, 640
[READ], 3, 301
[READ], 4, 251
[READ], 5, 266
[READ], 6, 108
[READ], 7, 58
[READ], 8, 34
[READ], 9, 28
[READ], 10, 18
[READ], 11, 16
[READ], 12, 8
[READ], 13, 3
[READ], 14, 9
[READ], 15, 4
[READ], 16, 4
[READ], 17, 5
[READ], 18, 5
[READ], 19, 4
[READ], 20, 1
[READ], 21, 2
[READ], 22, 2
[READ], 23, 0
[READ], 24, 1
[READ], >25, 7
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 254.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 254
[CLEANUP], MaxLatency(us), 254
[CLEANUP], 95thPercentileLatency(us), 0
[CLEANUP], 99thPercentileLatency(us), 0
[CLEANUP], 0, 1
[CLEANUP], 1, 0
[CLEANUP], 2, 0
[CLEANUP], 3, 0
[CLEANUP], 4, 0
[CLEANUP], 5, 0
[CLEANUP], 6, 0
[CLEANUP], 7, 0
[CLEANUP], 8, 0
[CLEANUP], 9, 0
[CLEANUP], 10, 0
[CLEANUP], 11, 0
[CLEANUP], 12, 0
[CLEANUP], 13, 0
[CLEANUP], 14, 0
[CLEANUP], 15, 0
[CLEANUP], 16, 0
[CLEANUP], 17, 0
[CLEANUP], 18, 0
[CLEANUP], 19, 0
[CLEANUP], 20, 0
[CLEANUP], 21, 0
[CLEANUP], 22, 0
[CLEANUP], 23, 0
[CLEANUP], 24, 0
[CLEANUP], >25, 0
[UPDATE], Operations, 150372
[UPDATE], AverageLatency(us), 2649.0325127018327
[UPDATE], LatencyVariance(us), 1900515.462879029
[UPDATE], MinLatency(us), 1229
[UPDATE], MaxLatency(us), 87896
[UPDATE], 95thPercentileLatency(us), 3000
[UPDATE], 99thPercentileLatency(us), 7000
[UPDATE], Return=OK, 150372
[UPDATE], 0, 0
[UPDATE], 1, 49020
[UPDATE], 2, 58188
[UPDATE], 3, 37883
[UPDATE], 4, 1756
[UPDATE], 5, 860
[UPDATE], 6, 786
[UPDATE], 7, 597
[UPDATE], 8, 393
[UPDATE], 9, 233
[UPDATE], 10, 130
[UPDATE], 11, 89
[UPDATE], 12, 78
[UPDATE], 13, 50
[UPDATE], 14, 55
[UPDATE], 15, 43
[UPDATE], 16, 27
[UPDATE], 17, 26
[UPDATE], 18, 32
[UPDATE], 19, 20
[UPDATE], 20, 10
[UPDATE], 21, 15
[UPDATE], 22, 10
[UPDATE], 23, 6
[UPDATE], 24, 6
[UPDATE], >25, 59
