java -cp /home/ubuntu/CockroachDB-ycsb/postgresql-42.2.2.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/jdbc-binding/conf:/home/ubuntu/CockroachDB-ycsb/ycsb/conf:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-jdbc-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/serp-1.13.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-collections-3.2.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-lang-2.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/core-0.12.0.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/commons-pool-1.5.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/geronimo-jta_1.1_spec-1.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-lib-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/openjpa-kernel-2.1.1.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/HdrHistogram-2.1.4.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/jdbc-binding-0.12.0.jar:/home/ubuntu/CockroachDB-ycsb/ycsb/lib/geronimo-jms_1.1_spec-1.1.1.jar com.yahoo.ycsb.Client -db com.yahoo.ycsb.db.JdbcDBClient -P /home/ubuntu/CockroachDB-ycsb/workloads/workload50 -P /home/ubuntu/CockroachDB-ycsb/cockroachdb.properties -threads 1 -p db.url=jdbc:postgresql://172.31.5.33:26257/test -p measurementtype=histogram -p histogram.buckets=25 -p operationcount=300000 -t
YCSB Client 0.12.0
Command line: -db com.yahoo.ycsb.db.JdbcDBClient -P /home/ubuntu/CockroachDB-ycsb/workloads/workload50 -P /home/ubuntu/CockroachDB-ycsb/cockroachdb.properties -threads 1 -p db.url=jdbc:postgresql://172.31.5.33:26257/test -p measurementtype=histogram -p histogram.buckets=25 -p operationcount=300000 -t
Loading workload...
Starting test.
Adding shard node URL: jdbc:postgresql://172.31.5.33:26257/test
Using shards: 1, batchSize:-1, fetchSize: -1
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
[OVERALL], RunTime(ms), 551301.0
[OVERALL], Throughput(ops/sec), 544.1673423411168
[TOTAL_GCS_PS_Scavenge], Count, 19.0
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 23.0
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.004171949624615228
[TOTAL_GCS_PS_MarkSweep], Count, 0.0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0.0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 19.0
[TOTAL_GC_TIME], Time(ms), 23.0
[TOTAL_GC_TIME_%], Time(%), 0.004171949624615228
[READ], Operations, 149562
[READ], AverageLatency(us), 1047.975381447159
[READ], LatencyVariance(us), 521237.3615982302
[READ], MinLatency(us), 284
[READ], MaxLatency(us), 38476
[READ], 95thPercentileLatency(us), 1000
[READ], 99thPercentileLatency(us), 2000
[READ], Return=OK, 149562
[READ], 0, 75040
[READ], 1, 70569
[READ], 2, 3051
[READ], 3, 303
[READ], 4, 208
[READ], 5, 142
[READ], 6, 122
[READ], 7, 52
[READ], 8, 29
[READ], 9, 11
[READ], 10, 9
[READ], 11, 8
[READ], 12, 6
[READ], 13, 4
[READ], 14, 2
[READ], 15, 0
[READ], 16, 2
[READ], 17, 1
[READ], 18, 0
[READ], 19, 0
[READ], 20, 1
[READ], 21, 0
[READ], 22, 0
[READ], 23, 0
[READ], 24, 1
[READ], >25, 1
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 268.0
[CLEANUP], LatencyVariance(us), 0.0
[CLEANUP], MinLatency(us), 268
[CLEANUP], MaxLatency(us), 268
[CLEANUP], 95thPercentileLatency(us), 0
[CLEANUP], 99thPercentileLatency(us), 0
[CLEANUP], 0, 1
[CLEANUP], 1, 0
[CLEANUP], 2, 0
[CLEANUP], 3, 0
[CLEANUP], 4, 0
[CLEANUP], 5, 0
[CLEANUP], 6, 0
[CLEANUP], 7, 0
[CLEANUP], 8, 0
[CLEANUP], 9, 0
[CLEANUP], 10, 0
[CLEANUP], 11, 0
[CLEANUP], 12, 0
[CLEANUP], 13, 0
[CLEANUP], 14, 0
[CLEANUP], 15, 0
[CLEANUP], 16, 0
[CLEANUP], 17, 0
[CLEANUP], 18, 0
[CLEANUP], 19, 0
[CLEANUP], 20, 0
[CLEANUP], 21, 0
[CLEANUP], 22, 0
[CLEANUP], 23, 0
[CLEANUP], 24, 0
[CLEANUP], >25, 0
[UPDATE], Operations, 150438
[UPDATE], AverageLatency(us), 2619.407383772717
[UPDATE], LatencyVariance(us), 2443440.0277129337
[UPDATE], MinLatency(us), 866
[UPDATE], MaxLatency(us), 29345
[UPDATE], 95thPercentileLatency(us), 4000
[UPDATE], 99thPercentileLatency(us), 6000
[UPDATE], Return=OK, 150438
[UPDATE], 0, 2994
[UPDATE], 1, 72042
[UPDATE], 2, 915
[UPDATE], 3, 49590
[UPDATE], 4, 22064
[UPDATE], 5, 1242
[UPDATE], 6, 508
[UPDATE], 7, 313
[UPDATE], 8, 249
[UPDATE], 9, 184
[UPDATE], 10, 114
[UPDATE], 11, 85
[UPDATE], 12, 35
[UPDATE], 13, 28
[UPDATE], 14, 18
[UPDATE], 15, 14
[UPDATE], 16, 13
[UPDATE], 17, 7
[UPDATE], 18, 9
[UPDATE], 19, 2
[UPDATE], 20, 2
[UPDATE], 21, 2
[UPDATE], 22, 1
[UPDATE], 23, 1
[UPDATE], 24, 1
[UPDATE], >25, 5
